language,chunk_size,speaker,wer,cer,comet-score,stt_time,tt_time,tts_time,total_time
en,4500,speaker_10,0.11988304093567251,0.07847186370676304,0.744269073009491,"[591.4, 590.0, 611.01, 567.91, 586.11, 630.16, 609.99, 593.71, 539.07, 640.51, 611.49, 654.78, 591.64, 606.33, 610.3, 685.49, 639.01, 705.32, 625.89, 655.63, 706.03, 532.44, 589.15, 665.34, 587.61, 514.45]","[1611.23, 1226.22, 1093.59, 1186.73, 1199.21, 1380.22, 1732.84, 1607.28, 1214.12, 1327.31, 1643.07, 1607.25, 1546.52, 1713.14, 1545.12, 1497.24, 1784.46, 1695.81, 1600.18, 1370.59, 1633.44, 1365.77, 1093.15, 1299.65, 1401.72, 1241.57]","[19023.33, 3711.74, 5141.26, 4129.5, 4929.91, 5251.14, 6038.95, 5143.25, 4001.83, 6607.59, 6022.05, 5713.19, 6034.22, 7729.15, 3646.13, 6619.41, 5405.34, 7893.83, 5037.71, 5420.38, 6174.38, 4092.78, 4519.97, 4225.9, 5485.9, 4854.87]","[23942.33, 22867.28, 23459.04, 22806.91, 22981.83, 22825.37, 24323.55, 24689.53, 23538.02, 25599.65, 26870.63, 27416.27, 28311.12, 31308.09, 30234.81, 32338.69, 32992.51, 36150.33, 36666.7, 37319.34, 38779.96, 38179.3, 38156.77, 37635.53, 38373.24, 39081.12]"
en,5000,speaker_1,0.09282700421940929,0.059907834101382486,0.6847686171531677,"[879.33, 648.44, 614.82, 601.46, 590.33, 576.97, 531.46, 575.75, 534.51, 622.27, 542.31, 554.91, 636.6, 590.21, 606.3, 519.27, 588.07, 689.54, 567.68, 591.09, 664.29, 557.1]","[1318.16, 1515.11, 1583.88, 1554.92, 1368.93, 1254.16, 1191.14, 1094.39, 922.53, 1143.82, 1503.76, 1091.36, 1283.88, 1325.3, 1305.49, 1043.71, 970.51, 1722.71, 1604.78, 1315.14, 1415.73, 1265.22]","[17523.96, 5865.05, 5275.19, 4881.09, 4085.02, 4107.59, 2926.62, 3220.04, 2943.05, 4238.01, 3573.1, 3718.28, 4603.72, 4805.39, 4354.88, 3334.52, 3834.79, 12720.43, 6438.34, 5788.05, 6072.58, 3068.36]","[21731.22, 22403.82, 22484.69, 21755.4, 20231.57, 19231.63, 16815.75, 14901.3, 12469.96, 11344.8, 9785.23, 7291.61, 6524.56, 6721.28, 6267.61, 4898.4, 5394.47, 15134.04, 16422.47, 16816.32, 17680.1, 17636.11]"
en,5000,speaker_2,0.09310344827586207,0.0800768737988469,0.7997989058494568,"[584.75, 592.56, 623.48, 586.89, 598.18, 579.32, 657.68, 598.59, 589.31, 573.35, 643.48, 540.01, 555.27, 563.42, 595.1, 582.43, 607.85, 583.32, 2222.38, 618.59, 547.51, 567.12, 667.79, 540.17]","[837.46, 1202.42, 1375.45, 1168.78, 824.21, 1002.57, 1407.47, 1544.0, 1384.33, 1255.51, 1279.15, 1236.22, 1002.97, 1089.85, 1227.58, 1275.23, 1407.7, 1297.39, 1315.26, 1509.13, 1157.94, 952.65, 1513.09, 904.69]","[11220.59, 10371.03, 5162.96, 3750.12, 3585.12, 3641.41, 5185.07, 6267.17, 4978.06, 4516.76, 6478.6, 4611.91, 4716.16, 4363.2, 9403.26, 5993.72, 6134.77, 5088.62, 5513.61, 4884.64, 4004.63, 3045.3, 4690.51, 2500.79]","[16028.0, 21209.23, 20559.8, 19137.89, 17321.58, 15337.67, 15165.16, 15664.41, 15478.27, 14633.95, 15723.58, 14993.14, 14561.95, 13341.56, 17403.06, 18259.3, 19258.84, 18981.07, 19338.05, 19096.36, 17977.23, 15681.55, 14403.28, 16279.84]"
en,5000,speaker_3,0.1757188498402556,0.12391033623910336,0.6603795289993286,"[553.67, 507.1, 469.57, 564.71, 577.43, 605.49, 573.76, 664.47, 631.33, 543.69, 579.79, 573.22, 599.24, 656.76, 588.07, 586.0, 580.41, 553.44, 616.62, 608.96, 541.63, 605.01, 591.61]","[455.02, 671.3, 757.6, 1138.3, 1204.48, 1235.49, 1305.13, 1424.2, 1825.56, 1376.52, 1067.57, 881.87, 1339.29, 1664.83, 1393.11, 1474.83, 1502.49, 1155.15, 1230.77, 1231.3, 1082.16, 1348.5, 1483.75]","[5989.99, 2488.11, 2145.62, 6904.99, 3663.62, 11314.77, 4773.73, 10091.72, 6257.48, 3346.85, 3727.57, 4438.49, 5387.75, 5185.26, 5759.92, 5730.17, 6355.14, 5020.24, 5766.35, 4797.27, 3727.28, 5083.48, 4504.15]","[10392.49, 7475.54, 4451.68, 8608.88, 7094.29, 13218.03, 12629.36, 17515.04, 18179.71, 16386.87, 14541.2, 13833.01, 13464.08, 13099.3, 13274.57, 13874.77, 14895.57, 14123.79, 13906.7, 13554.23, 11918.64, 11846.29, 11619.45]"
en,5000,speaker_4,0.1027190332326284,0.06879471656576774,0.7639350891113281,"[662.63, 622.4, 637.47, 624.44, 575.24, 573.27, 556.7, 635.48, 621.5, 566.44, 528.01, 607.21, 607.43, 577.93, 577.48, 627.01, 571.35, 601.53, 500.59, 669.1, 522.45, 683.84, 538.81]","[1044.11, 1222.7, 1289.14, 1344.66, 1522.26, 1448.91, 1276.44, 1434.1, 1834.2, 1590.06, 1266.32, 1347.26, 1570.28, 1293.85, 1132.82, 1508.29, 1439.65, 1433.3, 1317.98, 1254.0, 1253.31, 1316.71, 1321.35]","[13980.64, 4521.85, 4494.73, 4559.93, 6741.47, 5581.26, 5037.83, 5918.44, 5887.37, 4147.93, 4350.22, 3789.79, 5266.74, 3925.57, 5405.24, 4761.11, 5136.26, 4952.78, 5008.04, 5014.35, 3802.33, 5703.9, 3241.44]","[17499.89, 16848.69, 16154.07, 15289.42, 16891.09, 17296.94, 17018.82, 17799.54, 18532.75, 17526.16, 16515.8, 15122.05, 15262.14, 13814.42, 14094.4, 13719.29, 13703.77, 13295.09, 13134.41, 12599.44, 11242.87, 11813.72, 11353.52]"
en,5000,speaker_5,0.07733333333333334,0.05922077922077922,0.8048591017723083,"[627.01, 651.47, 533.27, 636.27, 535.55, 604.75, 608.69, 620.11, 519.79, 602.11, 698.02, 567.79, 653.55, 708.22, 626.78, 624.16, 686.26, 566.5, 593.09, 542.37, 625.52, 608.85, 583.08]","[1039.86, 1605.2, 1288.73, 1047.19, 1235.91, 1079.43, 1311.91, 1409.99, 1387.35, 1540.51, 1860.94, 1561.74, 1430.06, 2056.49, 2110.7, 1817.55, 1840.31, 1600.89, 1430.79, 1372.7, 1429.47, 1583.46, 1618.87]","[15159.62, 14934.83, 2867.64, 4615.48, 4725.35, 4401.15, 4441.41, 5042.5, 4133.1, 7148.74, 7132.9, 5329.7, 6220.8, 6909.15, 5949.53, 5987.74, 6826.87, 4611.46, 4755.14, 3188.38, 4866.48, 5630.9, 4723.8]","[18716.84, 28467.84, 25921.98, 25341.53, 24927.6, 24176.81, 23216.61, 22466.31, 21233.54, 23041.16, 25016.62, 25171.99, 25661.73, 27022.84, 27820.22, 28443.82, 29527.32, 27938.24, 27504.83, 25102.95, 24836.29, 25347.03, 25075.61]"
en,5000,speaker_6,0.10632911392405063,0.06997971602434078,0.7549348473548889,"[627.51, 643.8, 615.33, 742.05, 562.08, 670.99, 646.51, 642.18, 597.56, 565.56, 570.42, 590.23, 615.09, 574.55, 526.25, 594.84, 542.27, 618.78, 549.95, 676.8, 668.35, 712.61, 650.31, 564.26]","[1124.47, 1345.46, 1400.11, 1606.03, 1549.52, 1879.29, 1919.57, 1595.8, 1540.92, 1375.1, 1318.26, 1408.13, 1536.36, 1578.24, 1549.05, 1533.98, 1353.28, 1469.65, 1581.38, 1536.9, 1804.03, 1779.37, 1769.59, 1340.8]","[13805.66, 6377.74, 4996.4, 6024.15, 6371.77, 8773.37, 5877.64, 5351.58, 6525.93, 4995.24, 4661.84, 6332.48, 5041.59, 6028.18, 4601.42, 4711.85, 5297.65, 5701.1, 4758.29, 4866.66, 5823.96, 4875.0, 4488.6, 3731.61]","[17704.68, 18899.3, 18701.62, 19330.95, 20337.06, 23749.31, 24480.15, 24685.54, 25868.19, 25741.04, 25236.67, 26411.64, 26084.88, 26949.27, 26399.54, 25753.38, 25914.04, 26481.2, 26116.23, 25614.62, 26283.98, 26000.06, 24904.27, 25529.75]"
en,5000,speaker_7,0.08092485549132948,0.05829596412556054,0.7632784247398376,"[557.97, 665.71, 635.08, 503.7, 564.86, 657.53, 531.77, 573.55, 757.15, 505.55, 560.75, 634.47, 668.53, 546.41, 647.47, 587.56, 597.22, 676.55, 625.63, 621.3, 630.84, 675.54, 641.84, 449.64]","[1134.12, 1313.64, 1492.18, 1209.49, 1223.49, 1603.08, 1217.56, 1138.01, 1679.65, 1436.49, 1122.43, 1413.53, 1791.27, 1420.31, 1263.3, 1349.47, 1157.31, 1281.37, 1429.99, 1352.8, 1179.74, 1515.26, 1789.71, 1056.05]","[10625.66, 5053.45, 7970.08, 3583.7, 4503.21, 5148.77, 3288.55, 4958.31, 12678.86, 3722.39, 5323.99, 4940.18, 6735.62, 4662.57, 5928.82, 4529.24, 4110.11, 4681.32, 5963.38, 4933.65, 4668.19, 6184.27, 4653.77, 2164.45]","[14217.18, 14081.95, 16618.2, 15012.33, 13935.59, 13742.06, 11871.49, 11668.62, 18543.35, 16925.06, 17088.39, 16845.12, 18227.47, 17729.15, 18488.7, 17890.59, 16628.84, 15759.88, 16555.05, 16309.79, 15815.91, 16631.9, 16143.72, 15841.2]"
en,5000,speaker_8,0.11714285714285715,0.09182530795072788,0.8292055726051331,"[648.43, 586.1, 576.94, 606.83, 622.73, 568.33, 597.43, 563.69, 549.51, 554.94, 581.36, 614.64, 574.98, 707.39, 639.34, 552.49, 716.09, 624.72, 547.73, 593.34, 528.69, 633.28, 498.6]","[1612.54, 1479.28, 1135.14, 1148.46, 1261.69, 1320.1, 1456.05, 1457.78, 1191.32, 1233.2, 1210.54, 1400.96, 1341.75, 1283.91, 1492.24, 1294.62, 1276.82, 1353.24, 1358.12, 1348.97, 1110.33, 1473.39, 1299.44]","[16364.31, 4857.12, 4370.71, 4201.95, 5188.96, 4502.25, 4295.03, 5282.28, 5108.2, 4873.69, 4613.67, 7405.13, 3549.98, 5395.27, 6167.58, 4989.31, 4074.12, 8870.98, 4425.96, 5179.92, 3311.22, 5199.75, 2613.85]","[19823.77, 19489.29, 18482.51, 17479.94, 17482.73, 16864.32, 15806.24, 15925.29, 15899.5, 15443.1, 14932.65, 17177.51, 15543.41, 15577.71, 15713.76, 15522.16, 14438.73, 17933.25, 17202.68, 17206.6, 15364.75, 15199.29, 15323.65]"
en,5000,speaker_9,0.06933333333333333,0.045477772100153295,0.8212785720825195,"[706.71, 633.43, 718.78, 643.27, 530.71, 650.66, 655.8, 741.57, 616.33, 583.51, 597.76, 598.12, 630.17, 593.15, 597.9, 652.64, 595.41, 651.63, 570.12, 559.95, 604.59, 565.81, 506.79]","[1213.33, 1796.38, 1806.23, 1962.74, 1541.03, 1526.34, 1842.72, 1896.35, 1833.09, 1393.79, 1165.25, 1263.58, 1424.64, 1058.98, 1498.8, 1602.05, 1359.0, 1472.5, 1632.02, 1295.84, 1205.17, 1501.07, 1216.06]","[15793.67, 4701.27, 13083.52, 6862.14, 4204.43, 5686.43, 5436.57, 6680.84, 5657.96, 4982.38, 4285.96, 5747.54, 4906.06, 5522.44, 5649.44, 6265.34, 3747.43, 6463.29, 4815.76, 4805.54, 4694.22, 5601.74, 4548.97]","[19341.53, 18854.92, 26546.18, 28235.43, 27247.28, 27796.45, 27838.27, 29318.19, 29014.21, 28836.62, 28012.87, 28611.17, 28151.0, 27898.04, 28389.13, 29510.8, 27909.46, 28840.67, 28519.36, 27965.14, 27272.87, 27534.95, 28782.97]"
en,5000,speaker_10,0.07602339181286549,0.05627258647392876,0.7763517498970032,"[633.29, 618.23, 575.5, 599.43, 568.14, 610.38, 609.08, 544.8, 626.93, 602.43, 602.41, 517.15, 575.2, 613.66, 638.23, 628.71, 655.35, 569.1, 638.33, 570.9, 577.2, 928.0, 596.17, 440.46]","[1891.42, 1633.63, 1212.18, 1256.42, 1469.6, 1875.95, 1843.21, 1537.56, 1598.01, 1961.92, 1829.24, 1594.25, 1655.77, 1655.04, 1762.18, 1763.34, 1698.27, 1520.14, 1729.6, 1637.09, 1482.09, 1408.04, 1629.17, 1191.74]","[19909.98, 4202.23, 3664.48, 4691.13, 4518.66, 5946.99, 5623.41, 4966.95, 5728.25, 6013.6, 5170.81, 4601.38, 5831.65, 4655.46, 8471.18, 5229.56, 5295.76, 5720.61, 8272.59, 4887.83, 4122.62, 4923.78, 5069.64, 2771.47]","[23961.97, 22751.2, 21031.79, 20345.99, 19660.52, 20466.26, 20722.33, 20334.03, 20895.19, 21744.0, 21563.28, 20988.02, 21457.83, 20762.46, 24058.0, 24154.42, 24126.28, 24685.39, 27832.89, 27366.55, 26320.73, 25720.6, 25644.25, 26141.0]"
en,5500,speaker_1,0.1350210970464135,0.07910906298003072,0.666327178478241,"[914.24, 656.01, 683.04, 651.29, 596.71, 576.82, 577.55, 556.45, 614.85, 555.0, 551.94, 643.92, 568.01, 552.59, 574.52, 578.74, 661.8, 570.5, 596.0, 604.41]","[1285.86, 1492.72, 1858.62, 1633.31, 1343.61, 1166.67, 606.74, 1024.88, 1218.39, 1464.83, 1098.78, 1308.98, 1399.58, 1214.96, 1235.36, 1323.88, 1653.2, 1564.65, 1328.41, 1303.74]","[18681.04, 5239.0, 9307.08, 6047.05, 3775.3, 3484.66, 3249.22, 2997.17, 4056.01, 3672.89, 2868.58, 4721.38, 2650.91, 4272.37, 4404.77, 4579.03, 6805.72, 6177.31, 5615.42, 3798.45]","[70303.57, 69739.93, 72616.3, 72638.04, 70173.55, 67847.44, 64427.07, 61611.9, 59865.06, 57922.34, 54981.54, 53907.51, 50764.68, 49251.73, 47893.22, 46474.37, 47518.57, 48147.5, 47977.2, 46437.8]"
en,5500,speaker_2,0.11379310344827587,0.08840486867392697,0.7900879979133606,"[3154.23, 635.65, 599.15, 543.24, 604.35, 594.95, 655.4, 606.63, 571.06, 619.36, 679.98, 546.02, 596.44, 637.37, 528.66, 587.8, 576.65, 670.0, 583.72, 545.67, 524.14]","[844.46, 1115.41, 1270.05, 1156.94, 999.75, 1347.09, 1424.67, 1435.27, 1238.71, 1257.53, 1507.07, 1320.75, 1139.5, 1362.56, 1303.94, 1151.31, 1195.15, 1164.0, 1448.69, 1222.5, 1096.8]","[10887.68, 11156.99, 5648.48, 3814.19, 5180.52, 4679.25, 5409.97, 5401.39, 4176.75, 5747.44, 6216.22, 4648.86, 3713.31, 9182.07, 3546.8, 4437.88, 4457.1, 5175.48, 3719.76, 3761.5, 3595.44]","[59036.39, 64404.58, 64259.0, 62048.34, 61615.58, 59863.15, 59049.4, 58646.33, 56815.46, 56969.65, 56562.52, 55639.13, 53559.78, 56975.53, 54791.26, 53670.95, 51720.22, 50479.85, 47608.09, 45615.8, 44278.43]"
en,5500,speaker_3,0.10543130990415335,0.0660024906600249,0.7392528653144836,"[603.68, 552.8, 512.55, 584.73, 643.98, 622.85, 678.89, 597.93, 599.32, 617.06, 662.56, 597.22, 682.64, 650.46, 619.39, 660.99, 624.09, 645.22, 593.99, 623.71, 631.62, 459.26]","[608.02, 1230.68, 1179.8, 1180.27, 1461.25, 1466.6, 1667.86, 1706.37, 1576.21, 1450.18, 1357.65, 1497.67, 1563.24, 1400.46, 1567.64, 1597.33, 1379.46, 1402.32, 1340.48, 1426.18, 1685.5, 661.27]","[6553.99, 6188.33, 3853.01, 3046.83, 14658.26, 5094.33, 9497.27, 6231.8, 5009.9, 3908.94, 5448.74, 5283.44, 5470.31, 4345.9, 6139.75, 5406.25, 4409.43, 5485.4, 4261.45, 4696.41, 5183.17, 1922.77]","[56234.71, 56819.22, 54449.96, 51689.96, 60102.85, 59584.07, 63253.3, 63709.08, 63113.3, 61003.2, 60692.06, 60154.59, 60039.42, 58579.09, 58285.48, 57903.29, 56574.98, 56255.15, 54157.38, 53086.3, 52470.87, 53986.93]"
en,5500,speaker_4,0.11178247734138973,0.0864061640066043,0.7688348293304443,"[630.06, 626.99, 589.43, 636.92, 601.68, 578.91, 598.25, 611.34, 640.18, 620.73, 691.63, 629.43, 576.38, 615.0, 583.4, 653.98, 595.57, 633.75, 543.23, 576.05, 540.29]","[1102.06, 1178.86, 1153.39, 1314.49, 1489.93, 1335.85, 1341.87, 1256.1, 1439.6, 1216.09, 1241.21, 1437.38, 1287.0, 1337.79, 1435.51, 1352.83, 1354.77, 1548.3, 1380.19, 1222.37, 1237.8]","[14592.91, 5079.82, 4908.32, 5951.21, 6218.03, 4992.83, 5167.95, 4259.82, 6528.46, 4453.6, 4246.09, 4658.95, 3613.76, 4088.65, 4565.87, 4100.63, 7635.86, 4899.65, 3157.52, 4164.92, 3008.06]","[74056.96, 73295.18, 71979.67, 72132.61, 72745.08, 71886.82, 71254.45, 69914.67, 70636.66, 69307.13, 67932.5, 66773.76, 64566.04, 63091.0, 61855.07, 60198.31, 62269.24, 60349.44, 57758.33, 56389.97, 56315.78]"
en,5500,speaker_5,0.058666666666666666,0.044675324675324674,0.7850250601768494,"[613.01, 703.66, 543.67, 576.48, 587.05, 603.94, 706.98, 540.96, 621.99, 777.03, 630.09, 613.84, 739.17, 692.9, 633.58, 687.65, 557.89, 670.55, 607.42, 608.59, 672.41, 463.94]","[1059.09, 1541.72, 1431.56, 1262.46, 1161.2, 1211.75, 1498.92, 1244.65, 1259.89, 1881.67, 1981.69, 1859.64, 2123.09, 2428.24, 2040.32, 1943.97, 1611.18, 1567.64, 1526.58, 1566.56, 1891.74, 1268.53]","[14765.78, 15990.43, 4331.74, 5617.4, 4563.78, 4574.89, 6480.44, 3938.51, 5360.61, 7075.26, 6207.54, 5251.46, 6374.43, 5420.02, 5370.28, 5159.78, 4053.29, 5571.6, 4305.45, 4475.51, 6502.02, 2131.74]","[76181.13, 85545.45, 84044.95, 83855.15, 82795.93, 81528.83, 82225.03, 80370.8, 80136.28, 81427.51, 81204.07, 80659.21, 81227.57, 81030.41, 80610.72, 79948.28, 78402.0, 77806.75, 76130.24, 74845.8, 75751.2, 77067.51]"
en,5500,speaker_6,0.0759493670886076,0.03701825557809331,0.7826431393623352,"[909.92, 603.39, 616.61, 706.45, 723.33, 705.61, 698.92, 739.22, 619.28, 579.97, 634.59, 713.07, 622.68, 596.7, 596.54, 629.54, 652.53, 636.63, 717.77, 711.1, 639.48, 528.48]","[1264.61, 1454.26, 1594.96, 1696.01, 1644.78, 1690.23, 1837.05, 1740.74, 1564.68, 1334.51, 1580.04, 1858.84, 1932.22, 1692.45, 1522.89, 1540.89, 1717.57, 1665.21, 1750.45, 1951.14, 1848.32, 1434.16]","[15331.56, 6638.67, 5495.76, 12441.66, 6111.06, 6187.99, 5181.67, 6859.51, 6203.05, 4089.87, 5439.36, 5103.92, 5469.82, 5588.85, 4026.98, 4555.57, 4802.23, 4400.74, 5941.54, 5793.88, 4852.1, 3452.69]","[67188.39, 68009.3, 67708.08, 74549.42, 74843.23, 75223.61, 74799.83, 75860.02, 76273.41, 74753.55, 74402.15, 73671.38, 72962.86, 72349.44, 70799.22, 69557.68, 68581.21, 67430.28, 67613.6, 67657.06, 66901.52, 67465.3]"
en,5500,speaker_7,0.12427745664739884,0.08912556053811659,0.773801863193512,"[587.49, 618.69, 578.65, 589.31, 578.75, 693.29, 557.54, 742.61, 564.2, 580.76, 657.42, 708.85, 600.87, 636.21, 567.12, 567.53, 549.66, 679.03, 698.08, 629.44, 630.71, 472.91]","[1244.93, 1386.57, 1258.52, 1389.6, 1252.92, 1377.33, 1315.96, 1746.74, 1523.09, 966.21, 1358.16, 1911.92, 1842.77, 1601.03, 1728.99, 1488.7, 1230.24, 1451.76, 1716.84, 1520.87, 1789.98, 1308.67]","[15411.21, 4727.37, 5046.59, 3833.89, 3966.63, 4638.74, 3417.13, 18496.78, 3298.88, 5025.39, 5199.81, 5944.29, 4812.8, 6020.58, 4315.8, 4204.17, 4568.95, 5698.98, 5137.64, 5276.17, 5344.86, 1966.76]","[66254.38, 65161.23, 64590.95, 62612.19, 60731.61, 59731.17, 57129.96, 69802.22, 67305.28, 66768.78, 66151.12, 66265.78, 65479.01, 65540.24, 64078.85, 62695.48, 61296.72, 61201.78, 60303.27, 59770.87, 59324.55, 58602.39]"
en,5500,speaker_8,0.054285714285714284,0.0341545352743561,0.8175913095474243,"[691.57, 600.67, 635.93, 571.19, 650.09, 606.71, 684.33, 635.31, 555.39, 645.51, 630.14, 628.9, 606.23, 593.48, 612.18, 589.53, 604.44, 608.26, 625.59, 657.03, 549.7]","[1580.35, 1494.22, 1444.11, 1228.01, 1172.83, 1299.44, 1599.83, 1525.72, 1410.95, 1569.66, 1429.7, 1690.25, 1611.78, 1513.14, 1467.34, 1382.17, 1345.07, 1614.45, 1717.58, 1781.08, 1393.25]","[16011.22, 4863.08, 4813.62, 5369.24, 4993.94, 5269.63, 13364.69, 4511.98, 5178.15, 5854.25, 5354.2, 4944.48, 4651.54, 4700.54, 5945.53, 4362.98, 5527.28, 4794.37, 5203.05, 5120.11, 3373.84]","[80677.75, 79728.24, 78292.61, 77860.01, 77053.3, 76725.68, 84284.02, 82800.86, 82180.22, 82241.77, 81975.6, 81112.38, 79956.59, 79039.83, 79202.43, 77812.47, 77778.1, 76801.21, 76235.71, 75765.85, 75637.39]"
en,5500,speaker_9,0.064,0.0516096065406234,0.7875880599021912,"[783.64, 772.13, 819.91, 643.88, 663.25, 697.2, 733.65, 670.95, 576.88, 1046.71, 677.83, 617.5, 670.37, 743.34, 592.12, 691.85, 644.77, 663.17, 702.58, 752.83, 450.51]","[1394.64, 1851.32, 2002.07, 1951.75, 1827.06, 2098.97, 1938.02, 1915.45, 1488.54, 1258.85, 1651.74, 1677.28, 1550.34, 1585.32, 1501.99, 1567.81, 1704.63, 1560.9, 1519.69, 1828.74, 1123.6]","[21514.36, 5715.24, 19299.85, 5704.4, 7038.27, 8385.78, 8709.12, 7367.27, 6474.68, 4799.11, 8324.62, 5688.31, 5552.13, 6210.07, 4415.02, 6385.99, 5334.91, 5836.37, 5710.09, 7981.93, 1968.56]","[38811.71, 38105.68, 51794.68, 51093.18, 52533.68, 54883.66, 56975.91, 58563.18, 59256.14, 58271.91, 60765.48, 60646.11, 60257.33, 60702.56, 59358.02, 59740.24, 59309.9, 58942.5, 58866.41, 60494.41, 62043.54]"
en,5500,speaker_10,0.0847953216374269,0.06814661848218895,0.7582573294639587,"[563.61, 599.12, 547.41, 2712.26, 605.4, 630.31, 638.32, 625.91, 699.24, 675.24, 579.32, 558.42, 693.38, 699.66, 716.45, 627.02, 559.11, 652.38, 604.03, 602.89, 651.88, 473.42]","[1851.71, 1670.73, 1245.4, 1112.37, 1454.55, 1852.85, 1742.73, 1618.01, 1624.07, 1641.99, 1545.53, 1506.4, 1686.59, 1913.48, 1819.52, 1875.85, 1561.07, 1508.94, 1577.84, 1252.27, 1650.35, 1394.9]","[19498.89, 5084.92, 3861.11, 4120.14, 5709.28, 6026.43, 6026.18, 5214.36, 4348.13, 6489.06, 5532.21, 6293.4, 6443.37, 11201.65, 6719.35, 8469.64, 4327.87, 5998.36, 5335.25, 3442.83, 6952.31, 2893.09]","[23049.39, 21535.31, 19806.8, 18123.48, 18042.2, 18506.8, 18782.45, 18240.74, 16995.4, 17687.55, 17450.81, 17953.68, 18644.75, 24063.86, 25017.63, 27928.11, 26476.3, 26670.49, 25817.58, 23684.71, 24853.9, 25672.25]"
en,6000,speaker_1,0.1350210970464135,0.06835637480798772,0.65336674451828,"[670.09, 658.53, 651.63, 605.86, 607.42, 538.37, 573.4, 611.67, 588.6, 562.29, 646.03, 610.41, 558.79, 525.1, 654.74, 634.06, 651.13, 671.74, 466.02]","[1535.94, 1683.87, 1757.89, 1578.49, 1354.14, 1159.21, 1054.33, 1228.53, 1348.12, 1277.88, 1407.13, 1554.38, 1346.24, 1119.22, 1384.28, 1603.0, 1528.57, 1543.7, 987.69]","[20259.98, 5307.16, 5610.46, 3837.78, 3372.29, 2619.45, 3284.65, 3267.86, 3225.74, 3186.23, 4533.79, 4730.86, 3957.99, 3976.54, 5183.24, 7545.86, 6268.98, 4519.07, 2061.3]","[251725.89, 250823.65, 249533.42, 246500.12, 243629.25, 240015.42, 236855.16, 233886.39, 230878.7, 227435.65, 225724.48, 223993.0, 221507.44, 219059.06, 218003.44, 218706.81, 218731.47, 217009.55, 217405.41]"
en,6000,speaker_2,0.06206896551724138,0.05509288917360666,0.8096023201942444,"[918.35, 657.96, 602.87, 556.06, 624.22, 623.55, 541.56, 660.96, 676.28, 628.01, 566.68, 563.49, 671.96, 675.86, 603.59, 598.63, 590.21, 573.5, 563.68, 480.03]","[950.98, 1373.31, 1411.45, 1162.1, 1037.9, 1402.68, 1457.6, 1336.88, 1500.86, 1512.5, 1340.88, 1019.41, 1304.29, 1265.15, 1490.78, 1721.57, 1456.94, 1234.09, 1133.26, 874.37]","[14701.23, 8161.97, 5836.77, 4065.38, 3933.44, 5078.27, 5639.05, 4930.66, 8568.01, 5768.01, 3949.1, 4424.1, 6921.32, 5297.97, 5763.28, 5177.7, 3264.67, 3443.71, 3768.69, 2363.57]","[86245.39, 88163.02, 87785.04, 85617.22, 83317.04, 81552.36, 81000.18, 79725.77, 81233.1, 80768.01, 78479.38, 76067.85, 76783.92, 75850.88, 74595.95, 73569.36, 70056.72, 67148.14, 64476.95, 64778.17]"
en,6000,speaker_3,0.12779552715654952,0.07160647571606475,0.6929306387901306,"[609.39, 642.19, 581.05, 602.13, 684.68, 682.55, 682.72, 658.19, 607.79, 585.55, 652.56, 701.88, 631.03, 620.69, 602.86, 686.94, 565.77, 640.53, 643.98, 520.38]","[620.57, 1213.26, 1337.63, 1463.02, 1506.1, 1746.9, 1845.46, 1662.68, 1317.29, 1169.64, 1299.01, 1566.19, 1641.91, 1698.94, 1526.22, 1611.17, 1259.53, 1477.47, 2071.82, 1285.49]","[5848.47, 5210.95, 8258.01, 4008.67, 11282.11, 9014.42, 6693.56, 5889.16, 2971.15, 4455.36, 6072.19, 5967.74, 6744.01, 6565.29, 5337.63, 7312.76, 3693.93, 5475.78, 5655.52, 2508.82]","[7672.32, 7067.14, 10177.09, 7768.3, 13473.25, 16273.43, 16536.58, 16015.21, 12770.03, 11040.93, 10704.93, 10095.17, 10675.9, 11063.2, 9614.41, 9912.44, 7217.12, 7594.44, 8372.33, 9438.7]"
en,6000,speaker_4,0.09063444108761329,0.053384700055035775,0.795135498046875,"[640.51, 641.83, 622.36, 668.53, 609.72, 582.79, 661.44, 3075.75, 559.2, 621.03, 639.68, 571.52, 594.78, 707.6, 613.51, 702.68, 561.6, 619.93, 547.42]","[835.39, 1447.22, 1457.35, 1657.3, 1926.42, 1689.96, 1775.67, 1806.68, 1560.57, 1649.93, 1905.25, 1623.76, 1557.78, 1737.63, 1641.23, 1505.77, 1426.02, 1308.15, 1408.98]","[9657.64, 11354.66, 5031.33, 9709.06, 6138.59, 6239.27, 6456.37, 6511.61, 5352.52, 5462.63, 6101.31, 5558.74, 5800.53, 5176.78, 5342.65, 6256.1, 4004.2, 6588.89, 3148.55]","[12079.38, 17194.05, 15603.25, 18278.18, 17804.02, 17853.48, 18097.65, 17825.08, 16989.08, 15886.54, 15813.6, 15165.33, 14815.34, 12947.32, 12086.38, 12140.42, 9986.38, 10196.65, 9842.44]"
